RecordDate,RecordMonth,CustomerGroup,Location,Revenue
2023-12-15,2023-12-01,Diamond,Location 09,4793373861.003
2023-12-15,2023-12-01,Diamond,Location 10,1486826194.3799999
2023-12-15,2023-12-01,Diamond,Location 11,3855636500.1089997
2023-12-15,2023-12-01,Diamond,Location 12,15061764111.3453
2023-12-15,2023-12-01,Diamond,Location 13,4966252416.677401
2023-12-15,2023-12-01,Diamond,Location 14,11073985471.915201
2023-12-15,2023-12-01,Diamond,Location 15,11955888695.22
2023-12-15,2023-12-01,Diamond,Location 16,3942971249.778
2023-12-15,2023-12-01,Diamond,Location 17,1487377944.717
2023-12-15,2023-12-01,Gold,Location 01,696227055.561
2023-12-15,2023-12-01,Gold,Location 02,1112968833.315
2023-12-15,2023-12-01,Gold,Location 03,4021040639.1
2023-12-15,2023-12-01,Gold,Location 04,5501401110.9
2023-12-15,2023-12-01,Gold,Location 06,406044249.9
2023-12-15,2023-12-01,Gold,Location 07,591857083.3313999
2023-12-15,2023-12-01,Gold,Location 09,1942410861.024
2023-12-15,2023-12-01,Gold,Location 10,0.0
2023-12-15,2023-12-01,Gold,Location 11,704305555.5332999
2023-12-15,2023-12-01,Gold,Location 12,6036387583.4841
2023-12-15,2023-12-01,Gold,Location 13,2254615388.949
2023-12-15,2023-12-01,Gold,Location 14,3882936388.8651
2023-12-15,2023-12-01,Gold,Location 16,1788155972.2446
2023-12-15,2023-12-01,Gold,Location 17,872939750.0214
2023-12-15,2023-12-01,Iron,Location 01,1020908694.4692
2023-12-15,2023-12-01,Iron,Location 02,2308384583.2863
2023-12-15,2023-12-01,Iron,Location 03,1239031611.18
2023-12-15,2023-12-01,Iron,Location 04,3070201527.96
2023-12-15,2023-12-01,Iron,Location 06,5130186972.0
2023-12-15,2023-12-01,Iron,Location 07,1290441944.421
2023-12-15,2023-12-01,Iron,Location 08,1696740639.0
2023-12-15,2023-12-01,Iron,Location 09,1680714111.0663
2023-12-15,2023-12-01,Iron,Location 10,74162833.33410001
2023-12-15,2023-12-01,Iron,Location 11,1759501416.6225
2023-12-15,2023-12-01,Iron,Location 12,3760767666.5148
2023-12-15,2023-12-01,Iron,Location 13,1925010444.2967
2023-12-15,2023-12-01,Iron,Location 14,2911204499.9331
2023-12-15,2023-12-01,Iron,Location 15,0.0
2023-12-15,2023-12-01,Iron,Location 16,3783532861.1778
2023-12-15,2023-12-01,Iron,Location 17,2155995472.1607
2023-12-15,2023-12-01,Platinum,Location 01,277815444.444
2023-12-15,2023-12-01,Platinum,Location 02,297303055.563
2023-12-15,2023-12-01,Platinum,Location 03,2578943277.9
2023-12-15,2023-12-01,Platinum,Location 04,3041109916.89
2023-12-15,2023-12-01,Platinum,Location 06,175818166.68
2023-12-15,2023-12-01,Platinum,Location 07,82708333.338
2023-12-15,2023-12-01,Platinum,Location 09,1077415083.282
2023-12-15,2023-12-01,Platinum,Location 10,22055555.556
2023-12-15,2023-12-01,Platinum,Location 11,169858944.438
2023-12-15,2023-12-01,Platinum,Location 12,3626082944.5107
2023-12-15,2023-12-01,Platinum,Location 13,1248297361.1541
2023-12-15,2023-12-01,Platinum,Location 14,2478160638.9174
2023-12-15,2023-12-01,Platinum,Location 16,887730111.117
2023-12-15,2023-12-01,Platinum,Location 17,314384361.117
2023-12-15,2023-12-01,Silver,Location 01,284858472.2364
2023-12-15,2023-12-01,Silver,Location 02,937897500.0414
2023-12-15,2023-12-01,Silver,Location 03,2292844305.96
2023-12-15,2023-12-01,Silver,Location 04,2986057055.43
2023-12-15,2023-12-01,Silver,Location 06,779551500.0
2023-12-15,2023-12-01,Silver,Location 07,567478638.8751
2023-12-15,2023-12-01,Silver,Location 08,150505166.67000002
2023-12-15,2023-12-01,Silver,Location 09,1030484138.91
2023-12-15,2023-12-01,Silver,Location 10,23986111.1124
2023-12-15,2023-12-01,Silver,Location 11,696010944.4241999
2023-12-15,2023-12-01,Silver,Location 12,4235673250.0962005
2023-12-15,2023-12-01,Silver,Location 13,1561298083.3233001
2023-12-15,2023-12-01,Silver,Location 14,3181845111.3039
2023-12-15,2023-12-01,Silver,Location 16,1781940611.1243
2023-12-15,2023-12-01,Silver,Location 17,920844166.6563001
2023-12-15,2023-12-01,Unranked,Location 01,371911805.5629
2023-12-15,2023-12-01,Unranked,Location 02,681183611.1006
2023-12-15,2023-12-01,Unranked,Location 03,1659522972.1650002
2023-12-15,2023-12-01,Unranked,Location 04,1750768222.203
2023-12-15,2023-12-01,Unranked,Location 06,1932682444.5
2023-12-15,2023-12-01,Unranked,Location 07,490119444.447
2023-12-15,2023-12-01,Unranked,Location 08,3695797389.0
2023-12-15,2023-12-01,Unranked,Location 09,1462071222.2373
2023-12-15,2023-12-01,Unranked,Location 10,79259666.6679
2023-12-15,2023-12-01,Unranked,Location 11,641995222.2258
2023-12-15,2023-12-01,Unranked,Location 12,3427655444.2272
2023-12-15,2023-12-01,Unranked,Location 13,1386440194.4367
2023-12-15,2023-12-01,Unranked,Location 14,1798081083.2994
2023-12-15,2023-12-01,Unranked,Location 16,1333159555.5684001
2023-12-15,2023-12-01,Unranked,Location 17,808331111.0964
2023-12-16,2023-12-01,Bronze,Location 01,1383885472.2318
2023-12-16,2023-12-01,Bronze,Location 02,3441943138.8141
2023-12-16,2023-12-01,Bronze,Location 03,4898832666.900001
2023-12-16,2023-12-01,Bronze,Location 04,6942190583.4
2023-12-16,2023-12-01,Bronze,Location 06,3610759749.0
2023-12-16,2023-12-01,Bronze,Location 07,1954267888.9188
2023-12-16,2023-12-01,Bronze,Location 08,430631666.7000001
2023-12-16,2023-12-01,Bronze,Location 09,2832465416.8854
2023-12-16,2023-12-01,Bronze,Location 10,86882361.1134
2023-12-16,2023-12-01,Bronze,Location 11,2655008833.4328
2023-12-16,2023-12-01,Bronze,Location 12,10373547555.3723
2023-12-16,2023-12-01,Bronze,Location 13,3590053833.2226
2023-12-16,2023-12-01,Bronze,Location 14,6758061305.5437
2023-12-16,2023-12-01,Bronze,Location 15,5694444.444
2023-12-16,2023-12-01,Bronze,Location 16,6510380972.1594
2023-12-16,2023-12-01,Bronze,Location 17,2959883805.5868
2023-12-16,2023-12-01,Diamond,Location 01,3151373527.6713
2023-12-16,2023-12-01,Diamond,Location 02,986723166.6798
2023-12-16,2023-12-01,Diamond,Location 03,17779153805.433
2023-12-16,2023-12-01,Diamond,Location 04,27208161054.491096
2023-12-16,2023-12-01,Diamond,Location 05,36347222.22
2023-12-16,2023-12-01,Diamond,Location 06,199519250.01
2023-12-16,2023-12-01,Diamond,Location 07,3043621360.866
2023-12-16,2023-12-01,Diamond,Location 09,4626022749.9576
2023-12-16,2023-12-01,Diamond,Location 10,1168970194.5000002
2023-12-16,2023-12-01,Diamond,Location 11,3076647861.09
2023-12-16,2023-12-01,Diamond,Location 12,14635356888.9111
2023-12-16,2023-12-01,Diamond,Location 13,5939589666.848101
2023-12-16,2023-12-01,Diamond,Location 14,11301154194.7953
2023-12-16,2023-12-01,Diamond,Location 15,11461310750.429998
2023-12-16,2023-12-01,Diamond,Location 16,4455276750.054
2023-12-16,2023-12-01,Diamond,Location 17,1360383138.909
2023-12-16,2023-12-01,Gold,Location 01,714607888.8798
2023-12-16,2023-12-01,Gold,Location 02,1212568500.027
2023-12-16,2023-12-01,Gold,Location 03,4094195583.6
2023-12-16,2023-12-01,Gold,Location 04,5299007305.5
2023-12-16,2023-12-01,Gold,Location 06,411290388.9
2023-12-16,2023-12-01,Gold,Location 07,554157083.3463
2023-12-16,2023-12-01,Gold,Location 09,1986375472.227
2023-12-16,2023-12-01,Gold,Location 11,698079277.7604
2023-12-16,2023-12-01,Gold,Location 12,6061786888.761
2023-12-16,2023-12-01,Gold,Location 13,2316997111.209
2023-12-16,2023-12-01,Gold,Location 14,3767467360.9575
2023-12-16,2023-12-01,Gold,Location 16,1623851583.3972
2023-12-16,2023-12-01,Gold,Location 17,762385999.992
2023-12-16,2023-12-01,Iron,Location 01,982272249.9768001
2023-12-16,2023-12-01,Iron,Location 02,2227670888.8881
2023-12-16,2023-12-01,Iron,Location 03,1212767388.84
2023-12-16,2023-12-01,Iron,Location 04,2976821666.6099997
2023-12-16,2023-12-01,Iron,Location 06,5092550694.0
2023-12-16,2023-12-01,Iron,Location 07,1362586416.6462002
2023-12-16,2023-12-01,Iron,Location 08,1649018583.3000002
2023-12-16,2023-12-01,Iron,Location 09,1491804694.5516
2023-12-16,2023-12-01,Iron,Location 10,59599166.6661
2023-12-16,2023-12-01,Iron,Location 11,1663959222.225
2023-12-16,2023-12-01,Iron,Location 12,3531942805.362
2023-12-16,2023-12-01,Iron,Location 13,1921762416.8028
2023-12-16,2023-12-01,Iron,Location 14,2797488666.7794
2023-12-16,2023-12-01,Iron,Location 16,3853046722.1534996
2023-12-16,2023-12-01,Iron,Location 17,2144330277.7428
2023-12-16,2023-12-01,Platinum,Location 01,240144861.123
2023-12-16,2023-12-01,Platinum,Location 02,136749638.898
2023-12-16,2023-12-01,Platinum,Location 03,2612798277.84
2023-12-16,2023-12-01,Platinum,Location 04,3033583583.4
2023-12-16,2023-12-01,Platinum,Location 06,107941944.45
2023-12-16,2023-12-01,Platinum,Location 07,77511111.11999999
2023-12-16,2023-12-01,Platinum,Location 09,1210147111.1399999
2023-12-16,2023-12-01,Platinum,Location 10,12111111.111
2023-12-16,2023-12-01,Platinum,Location 11,135200861.1228
2023-12-16,2023-12-01,Platinum,Location 12,3437437361.427
2023-12-16,2023-12-01,Platinum,Location 13,1343816777.6607
2023-12-16,2023-12-01,Platinum,Location 14,2523494555.6724
2023-12-16,2023-12-01,Platinum,Location 16,968822361.258
2023-12-16,2023-12-01,Platinum,Location 17,301620777.798
2023-12-16,2023-12-01,Silver,Location 01,247096972.2009
2023-12-16,2023-12-01,Silver,Location 02,1074448777.8603
2023-12-16,2023-12-01,Silver,Location 03,2242926638.9700003
2023-12-16,2023-12-01,Silver,Location 04,2958287166.69
2023-12-16,2023-12-01,Silver,Location 06,719926944.3
2023-12-16,2023-12-01,Silver,Location 07,604123638.9117
2023-12-16,2023-12-01,Silver,Location 08,98273750.01
2023-12-16,2023-12-01,Silver,Location 09,1106252027.787
2023-12-16,2023-12-01,Silver,Location 10,44275194.444
2023-12-16,2023-12-01,Silver,Location 11,761030861.1086999
2023-12-16,2023-12-01,Silver,Location 12,4130291777.8224
2023-12-16,2023-12-01,Silver,Location 13,1605598472.208
2023-12-16,2023-12-01,Silver,Location 14,3088686083.0877
2023-12-16,2023-12-01,Silver,Location 16,1847108555.4927
2023-12-16,2023-12-01,Silver,Location 17,784634833.3614
2023-12-16,2023-12-01,Unranked,Location 01,404225361.0969
2023-12-16,2023-12-01,Unranked,Location 02,711831527.7585
2023-12-16,2023-12-01,Unranked,Location 03,1770775194.408
2023-12-16,2023-12-01,Unranked,Location 04,1872764805.588
2023-12-16,2023-12-01,Unranked,Location 06,1936178139.0
2023-12-16,2023-12-01,Unranked,Location 07,684141111.0567
2023-12-16,2023-12-01,Unranked,Location 08,4838653305.6
2023-12-16,2023-12-01,Unranked,Location 09,1489787055.5892
2023-12-16,2023-12-01,Unranked,Location 10,37752916.665
2023-12-16,2023-12-01,Unranked,Location 11,621464472.2364
2023-12-16,2023-12-01,Unranked,Location 12,3599295305.8194
2023-12-16,2023-12-01,Unranked,Location 13,1407621222.1932
2023-12-16,2023-12-01,Unranked,Location 14,1909942944.3534
2023-12-16,2023-12-01,Unranked,Location 16,1343908055.6241
2023-12-16,2023-12-01,Unranked,Location 17,748160166.6474
2023-12-17,2023-12-01,Bronze,Location 01,1239950277.7068
2023-12-17,2023-12-01,Bronze,Location 02,3049636916.4839997
2023-12-17,2023-12-01,Bronze,Location 03,4159646694.3
2023-12-17,2023-12-01,Bronze,Location 04,6018173916.6
2023-12-17,2023-12-01,Bronze,Location 05,7791111.111
2023-12-17,2023-12-01,Bronze,Location 06,3158288334.0
2023-12-17,2023-12-01,Bronze,Location 07,1772899861.2033
2023-12-17,2023-12-01,Bronze,Location 08,332603472.29999995
2023-12-17,2023-12-01,Bronze,Location 09,2819462472.0711
2023-12-17,2023-12-01,Bronze,Location 10,100948833.333
2023-12-17,2023-12-01,Bronze,Location 11,2480283277.6521
2023-12-17,2023-12-01,Bronze,Location 12,9404812861.1346
2023-12-17,2023-12-01,Bronze,Location 13,3406411083.4329
2023-12-17,2023-12-01,Bronze,Location 14,6103398638.9918995
2023-12-17,2023-12-01,Bronze,Location 15,1916666.6667
2023-12-17,2023-12-01,Bronze,Location 16,5935046527.8273
2023-12-17,2023-12-01,Bronze,Location 17,2727072388.8822002
2023-12-17,2023-12-01,Diamond,Location 01,2981655499.905
2023-12-17,2023-12-01,Diamond,Location 02,1033312305.5832
2023-12-17,2023-12-01,Diamond,Location 03,15029838499.545
2023-12-17,2023-12-01,Diamond,Location 04,23402789139.597
2023-12-17,2023-12-01,Diamond,Location 05,32888888.880000003
2023-12-17,2023-12-01,Diamond,Location 06,170874194.43
2023-12-17,2023-12-01,Diamond,Location 07,2776614333.276
2023-12-17,2023-12-01,Diamond,Location 09,4848294388.9833
2023-12-17,2023-12-01,Diamond,Location 10,2371810166.5800004
2023-12-17,2023-12-01,Diamond,Location 11,2825361055.7577
2023-12-17,2023-12-01,Diamond,Location 12,13521719360.7174
2023-12-17,2023-12-01,Diamond,Location 13,5376840416.634
2023-12-17,2023-12-01,Diamond,Location 14,10747966249.9347
2023-12-17,2023-12-01,Diamond,Location 15,10315269861.21
2023-12-17,2023-12-01,Diamond,Location 16,4035348111.159
2023-12-17,2023-12-01,Diamond,Location 17,1368088444.428
2023-12-17,2023-12-01,Gold,Location 01,693684027.7590001
2023-12-17,2023-12-01,Gold,Location 02,1247587472.244
2023-12-17,2023-12-01,Gold,Location 03,3645768750.21
2023-12-17,2023-12-01,Gold,Location 04,4855877666.7
2023-12-17,2023-12-01,Gold,Location 06,455918139.0
2023-12-17,2023-12-01,Gold,Location 07,500494555.5507
2023-12-17,2023-12-01,Gold,Location 08,21831305.556
2023-12-17,2023-12-01,Gold,Location 09,1977622583.3448
2023-12-17,2023-12-01,Gold,Location 10,220242611.1
2023-12-17,2023-12-01,Gold,Location 11,634416666.663
2023-12-17,2023-12-01,Gold,Location 12,5829898110.957
2023-12-17,2023-12-01,Gold,Location 13,2084399583.255
2023-12-17,2023-12-01,Gold,Location 14,3358438944.3939
2023-12-17,2023-12-01,Gold,Location 16,1522682777.7309
2023-12-17,2023-12-01,Gold,Location 17,723851722.206
2023-12-17,2023-12-01,Iron,Location 01,955506166.6419001
2023-12-17,2023-12-01,Iron,Location 02,1959610138.9395
2023-12-17,2023-12-01,Iron,Location 03,1111698444.45
2023-12-17,2023-12-01,Iron,Location 04,2609453805.54
2023-12-17,2023-12-01,Iron,Location 05,1319444.4444000002
2023-12-17,2023-12-01,Iron,Location 06,4421538417.0
2023-12-17,2023-12-01,Iron,Location 07,1274525555.5377
2023-12-17,2023-12-01,Iron,Location 08,1415360499.9
2023-12-17,2023-12-01,Iron,Location 09,1400075305.5537
2023-12-17,2023-12-01,Iron,Location 10,77606972.2251
2023-12-17,2023-12-01,Iron,Location 11,1648961250.0081
2023-12-17,2023-12-01,Iron,Location 12,3188324305.7109
2023-12-17,2023-12-01,Iron,Location 13,1766874277.8023999
2023-12-17,2023-12-01,Iron,Location 14,2606194722.2355
2023-12-17,2023-12-01,Iron,Location 16,3499158250.1187
2023-12-17,2023-12-01,Iron,Location 17,1939577611.0848
2023-12-17,2023-12-01,Platinum,Location 01,261395083.3293
2023-12-17,2023-12-01,Platinum,Location 02,117555555.5541
2023-12-17,2023-12-01,Platinum,Location 03,2352877416.84
2023-12-17,2023-12-01,Platinum,Location 04,2710709222.2200003
2023-12-17,2023-12-01,Platinum,Location 06,119287027.77
2023-12-17,2023-12-01,Platinum,Location 07,70974999.99000001
2023-12-17,2023-12-01,Platinum,Location 09,1237182333.381
2023-12-17,2023-12-01,Platinum,Location 10,10388888.889
2023-12-17,2023-12-01,Platinum,Location 11,151621749.98700002
2023-12-17,2023-12-01,Platinum,Location 12,3359922361.062
2023-12-17,2023-12-01,Platinum,Location 13,1092660111.078
2023-12-17,2023-12-01,Platinum,Location 14,2531059972.1106
2023-12-17,2023-12-01,Platinum,Location 16,967750694.3730001
2023-12-17,2023-12-01,Platinum,Location 17,275011111.12740004
2023-12-17,2023-12-01,Silver,Location 01,341228305.5657
2023-12-17,2023-12-01,Silver,Location 02,1016649472.2081
2023-12-17,2023-12-01,Silver,Location 03,2158487388.66
2023-12-17,2023-12-01,Silver,Location 04,2570762027.58
2023-12-17,2023-12-01,Silver,Location 06,716670777.9000001
2023-12-17,2023-12-01,Silver,Location 07,516617361.1056
2023-12-17,2023-12-01,Silver,Location 08,35734638.9
2023-12-17,2023-12-01,Silver,Location 09,928909444.434
2023-12-17,2023-12-01,Silver,Location 10,28154277.777000003
2023-12-17,2023-12-01,Silver,Location 11,922874749.9806
2023-12-17,2023-12-01,Silver,Location 12,3885423583.3563
2023-12-17,2023-12-01,Silver,Location 13,1405014777.7707
2023-12-17,2023-12-01,Silver,Location 14,2923481472.198
2023-12-17,2023-12-01,Silver,Location 16,1597335666.6318
2023-12-17,2023-12-01,Silver,Location 17,805632861.0963
2023-12-17,2023-12-01,Unranked,Location 01,274869722.2239
2023-12-17,2023-12-01,Unranked,Location 02,660954722.2257
2023-12-17,2023-12-01,Unranked,Location 03,1746871916.508
2023-12-17,2023-12-01,Unranked,Location 04,1912452222.294
2023-12-17,2023-12-01,Unranked,Location 06,1798703749.8
2023-12-17,2023-12-01,Unranked,Location 07,549680277.7965
2023-12-17,2023-12-01,Unranked,Location 08,2813965055.4
2023-12-17,2023-12-01,Unranked,Location 09,1230079499.9913
2023-12-17,2023-12-01,Unranked,Location 10,16120500.0
2023-12-17,2023-12-01,Unranked,Location 11,620901027.7845
2023-12-17,2023-12-01,Unranked,Location 12,3441017861.2434
2023-12-17,2023-12-01,Unranked,Location 13,1353093000.0123
2023-12-17,2023-12-01,Unranked,Location 14,1897301555.5887
2023-12-17,2023-12-01,Unranked,Location 16,1444031500.0692
2023-12-17,2023-12-01,Unranked,Location 17,845309361.153
2023-12-18,2023-12-01,Bronze,Location 01,1603054888.848
2023-12-18,2023-12-01,Bronze,Location 02,3452409277.788
2023-12-18,2023-12-01,Bronze,Location 03,5563291305.6
2023-12-18,2023-12-01,Bronze,Location 04,7513167972.0
2023-12-18,2023-12-01,Bronze,Location 06,3902938221.0
2023-12-18,2023-12-01,Bronze,Location 07,2270918111.0448003
2023-12-18,2023-12-01,Bronze,Location 08,489767750.1
2023-12-18,2023-12-01,Bronze,Location 09,3232912444.434
2023-12-18,2023-12-01,Bronze,Location 10,181581750.0
2023-12-18,2023-12-01,Bronze,Location 11,2961075111.1374
2023-12-18,2023-12-01,Bronze,Location 12,11336334388.4049
2023-12-18,2023-12-01,Bronze,Location 13,4110962111.1912
2023-12-18,2023-12-01,Bronze,Location 14,7621959861.0285
2023-12-18,2023-12-01,Bronze,Location 15,4055555.556
2023-12-18,2023-12-01,Bronze,Location 16,7103384776.7082
2023-12-18,2023-12-01,Bronze,Location 17,3393949499.928
2023-12-18,2023-12-01,Diamond,Location 01,3608534277.822
2023-12-18,2023-12-01,Diamond,Location 02,1525827444.4404001
2023-12-18,2023-12-01,Diamond,Location 03,21583786305.4068
2023-12-18,2023-12-01,Diamond,Location 04,32337521473.47
2023-12-18,2023-12-01,Diamond,Location 05,40111111.11
2023-12-18,2023-12-01,Diamond,Location 06,249035750.01000002
2023-12-18,2023-12-01,Diamond,Location 07,3032726083.35
2023-12-18,2023-12-01,Diamond,Location 09,5716433722.1187
2023-12-18,2023-12-01,Diamond,Location 10,8292598971.75
2023-12-18,2023-12-01,Diamond,Location 11,4290040138.6910996
2023-12-18,2023-12-01,Diamond,Location 12,16855845194.5566
2023-12-18,2023-12-01,Diamond,Location 13,6943158722.31
2023-12-18,2023-12-01,Diamond,Location 14,12776669472.4776
2023-12-18,2023-12-01,Diamond,Location 15,12738704360.88
2023-12-18,2023-12-01,Diamond,Location 16,4751479972.5
2023-12-18,2023-12-01,Diamond,Location 17,1872518416.647
2023-12-18,2023-12-01,Gold,Location 01,753693250.0047001
2023-12-18,2023-12-01,Gold,Location 02,1247804111.1243
2023-12-18,2023-12-01,Gold,Location 03,4664168944.2
2023-12-18,2023-12-01,Gold,Location 04,6102211972.2
2023-12-18,2023-12-01,Gold,Location 06,469575083.4
2023-12-18,2023-12-01,Gold,Location 07,568766833.3410001
2023-12-18,2023-12-01,Gold,Location 08,21831305.556
2023-12-18,2023-12-01,Gold,Location 09,2437338722.2425
2023-12-18,2023-12-01,Gold,Location 10,471641722.2000001
2023-12-18,2023-12-01,Gold,Location 11,744470555.595
2023-12-18,2023-12-01,Gold,Location 12,7135023083.4849
2023-12-18,2023-12-01,Gold,Location 13,2706988138.7313
2023-12-18,2023-12-01,Gold,Location 14,4053492833.4954
2023-12-18,2023-12-01,Gold,Location 16,1969324861.098
2023-12-18,2023-12-01,Gold,Location 17,967541638.917
2023-12-18,2023-12-01,Iron,Location 01,1085359305.5823
2023-12-18,2023-12-01,Iron,Location 02,2505981888.8787003
2023-12-18,2023-12-01,Iron,Location 03,1419363222.3899999
2023-12-18,2023-12-01,Iron,Location 04,3280964944.56
2023-12-18,2023-12-01,Iron,Location 06,5541048027.0
2023-12-18,2023-12-01,Iron,Location 07,1478766888.9276001
2023-12-18,2023-12-01,Iron,Location 08,1620536777.7000003
2023-12-18,2023-12-01,Iron,Location 09,1905808055.5284
2023-12-18,2023-12-01,Iron,Location 10,109223222.21939999
2023-12-18,2023-12-01,Iron,Location 11,2022161444.3442001
2023-12-18,2023-12-01,Iron,Location 12,4108855805.4777
2023-12-18,2023-12-01,Iron,Location 13,2095006694.4846
2023-12-18,2023-12-01,Iron,Location 14,3260936638.8324
2023-12-18,2023-12-01,Iron,Location 16,3985256055.5778003
2023-12-18,2023-12-01,Iron,Location 17,2354443777.722
2023-12-18,2023-12-01,Platinum,Location 01,292754916.6591
2023-12-18,2023-12-01,Platinum,Location 02,158303972.193
2023-12-18,2023-12-01,Platinum,Location 03,3200246694.48
2023-12-18,2023-12-01,Platinum,Location 04,3478562694.4800005
2023-12-18,2023-12-01,Platinum,Location 06,61111388.88
2023-12-18,2023-12-01,Platinum,Location 07,58888888.89
2023-12-18,2023-12-01,Platinum,Location 09,1336150944.483
2023-12-18,2023-12-01,Platinum,Location 10,31944444.45
2023-12-18,2023-12-01,Platinum,Location 11,125936916.663
2023-12-18,2023-12-01,Platinum,Location 12,4046507305.689
2023-12-18,2023-12-01,Platinum,Location 13,1492201388.9007
2023-12-18,2023-12-01,Platinum,Location 14,3151880639.0943
2023-12-18,2023-12-01,Platinum,Location 16,1225755527.8409998
2023-12-18,2023-12-01,Platinum,Location 17,394096916.679
2023-12-18,2023-12-01,Silver,Location 01,318781638.8958
2023-12-18,2023-12-01,Silver,Location 02,1194455694.4575
2023-12-18,2023-12-01,Silver,Location 03,2843009333.4
2023-12-18,2023-12-01,Silver,Location 04,3288475083.15
2023-12-18,2023-12-01,Silver,Location 06,886058166.5999999
2023-12-18,2023-12-01,Silver,Location 07,659816499.978
2023-12-18,2023-12-01,Silver,Location 08,46601527.77
2023-12-18,2023-12-01,Silver,Location 09,1222317055.5258
2023-12-18,2023-12-01,Silver,Location 10,39801138.888000004
2023-12-18,2023-12-01,Silver,Location 11,864634027.7838
2023-12-18,2023-12-01,Silver,Location 12,4621423694.61
2023-12-18,2023-12-01,Silver,Location 13,1910085888.8028
2023-12-18,2023-12-01,Silver,Location 14,3730231027.7943
2023-12-18,2023-12-01,Silver,Location 16,1923867444.4908
2023-12-18,2023-12-01,Silver,Location 17,934593138.9087
2023-12-18,2023-12-01,Unranked,Location 01,265376611.1121
2023-12-18,2023-12-01,Unranked,Location 02,814052583.342
2023-12-18,2023-12-01,Unranked,Location 03,2046477583.287
2023-12-18,2023-12-01,Unranked,Location 04,2442065555.673
2023-12-18,2023-12-01,Unranked,Location 06,2268597277.8
2023-12-18,2023-12-01,Unranked,Location 07,712920944.4543
2023-12-18,2023-12-01,Unranked,Location 08,3666690000.0
2023-12-18,2023-12-01,Unranked,Location 09,1671604055.5485
2023-12-18,2023-12-01,Unranked,Location 10,13575694.4454
2023-12-18,2023-12-01,Unranked,Location 11,725418138.8757
2023-12-18,2023-12-01,Unranked,Location 12,4148768222.163
2023-12-18,2023-12-01,Unranked,Location 13,1702606638.7710001
2023-12-18,2023-12-01,Unranked,Location 14,2525264472.1449
2023-12-18,2023-12-01,Unranked,Location 16,1603187444.5443
2023-12-18,2023-12-01,Unranked,Location 17,1070783472.2334
2023-12-19,2023-12-01,Bronze,Location 01,1350247749.9783
2023-12-19,2023-12-01,Bronze,Location 02,3236985944.6874
2023-12-19,2023-12-01,Bronze,Location 03,4978858833.6
2023-12-19,2023-12-01,Bronze,Location 04,7238522139.3
2023-12-19,2023-12-01,Bronze,Location 05,9568833.333
2023-12-19,2023-12-01,Bronze,Location 06,3676985529.0
2023-12-19,2023-12-01,Bronze,Location 07,1811519416.7289
2023-12-19,2023-12-01,Bronze,Location 08,452953250.1
2023-12-19,2023-12-01,Bronze,Location 09,2983672972.269
2023-12-19,2023-12-01,Bronze,Location 10,130973500.01400001
2023-12-19,2023-12-01,Bronze,Location 11,2763661499.8413
2023-12-19,2023-12-01,Bronze,Location 12,10308653582.1909
2023-12-19,2023-12-01,Bronze,Location 13,3687012194.4618
2023-12-19,2023-12-01,Bronze,Location 14,6900082277.7435
2023-12-19,2023-12-01,Bronze,Location 15,4263888.887999999
2023-12-19,2023-12-01,Bronze,Location 16,6564823526.9166
2023-12-19,2023-12-01,Bronze,Location 17,2916329527.8138
2023-12-19,2023-12-01,Diamond,Location 01,3513813916.653
2023-12-19,2023-12-01,Diamond,Location 02,1474885722.234
2023-12-19,2023-12-01,Diamond,Location 03,18912031555.4988
2023-12-19,2023-12-01,Diamond,Location 04,28269202028.4
2023-12-19,2023-12-01,Diamond,Location 05,33583333.32
2023-12-19,2023-12-01,Diamond,Location 06,223453500.0
2023-12-19,2023-12-01,Diamond,Location 07,2466669361.197
2023-12-19,2023-12-01,Diamond,Location 09,4997065250.013
2023-12-19,2023-12-01,Diamond,Location 10,4864616805.66
2023-12-19,2023-12-01,Diamond,Location 11,3339051444.6747003
2023-12-19,2023-12-01,Diamond,Location 12,15115206500.529
2023-12-19,2023-12-01,Diamond,Location 13,6263301527.724
2023-12-19,2023-12-01,Diamond,Location 14,12460871083.7625
2023-12-19,2023-12-01,Diamond,Location 15,11179117776.87
2023-12-19,2023-12-01,Diamond,Location 16,4288841139.0336
2023-12-19,2023-12-01,Diamond,Location 17,1377626166.717
2023-12-19,2023-12-01,Gold,Location 01,576204166.6704
2023-12-19,2023-12-01,Gold,Location 02,1267354500.0126
2023-12-19,2023-12-01,Gold,Location 03,4398751083.6
2023-12-19,2023-12-01,Gold,Location 04,5416366472.1
2023-12-19,2023-12-01,Gold,Location 06,376917527.7000001
2023-12-19,2023-12-01,Gold,Location 07,475323138.9063
2023-12-19,2023-12-01,Gold,Location 08,21831305.556
2023-12-19,2023-12-01,Gold,Location 09,2034814805.5032
2023-12-19,2023-12-01,Gold,Location 10,15327722.223
2023-12-19,2023-12-01,Gold,Location 11,704133333.3134999
2023-12-19,2023-12-01,Gold,Location 12,6643715361.1158
2023-12-19,2023-12-01,Gold,Location 13,2214938916.5538
2023-12-19,2023-12-01,Gold,Location 14,3940779083.3580003
2023-12-19,2023-12-01,Gold,Location 16,1938342055.44
2023-12-19,2023-12-01,Gold,Location 17,858172888.884
2023-12-19,2023-12-01,Iron,Location 01,987184250.0394001
2023-12-19,2023-12-01,Iron,Location 02,2463270750.0027
